Question ID,CP,Difficulty,QL ID,Structure,Context,Answer Archetype,Question,Option A,Option B,Option C,Option D,Correct Option,Explanation,Review Status,Reviewer Notes
PCT-CP-005:PCT-QL-009:PCT-002:en:304,PCT-CP-005,Easy,PCT-QL-009,Direct,Abstract,Percentage change,A quantity is divided in the ratio 5:1. Find the percentage corresponding to the first part.,83.33% - 1,83.33%,-83.33%,83.33% + 1,B,First add the ratio parts to get the whole number of equal parts. ? Total parts=5+1=6 The first part accounts for 5 out of these 6 parts. ? Share fraction=(5/6) Convert that share into a percentage. ? Required percent=(5/6)?100=83.33% Therefore the first part corresponds to 83.33%. ? first part=83.33%,,
PCT-CP-006:PCT-QL-011:PCT-002:en:305,PCT-CP-006,Easy,PCT-QL-011,Multi-statement,Education,Difference,"If 30% of the class are girls, find the percentage of boys.",70%,70% - 1,70% + 1,-70%,A,The full quantity is always 100%. ? girls+boys=100% So subtract 30% from 100% to get the remaining percentage. ? boys=100%-30%=70% Therefore the boys percentage is 70%. ? boys=70%,,
PCT-CP-007:PCT-QL-013:PCT-002:en:306,PCT-CP-007,Easy,PCT-QL-013,Multi-statement,Education,Comparison,50% of the students are boys and 15% are girls. Find the difference between these percentages.,35%,35% + 1,35% - 1,-35%,A,"Both parts are already given as percentages of the same whole. ? boys=50%, girls=15% So subtract the smaller percentage from the larger percentage. ? Difference=50%-15%=35% Therefore the percentage difference is 35%. ? Difference=35%",,
PCT-CP-008:PCT-QL-015:PCT-002:en:307,PCT-CP-008,Medium,PCT-QL-015,Multi-statement,Education,Count/Partition output,"A group of 1200 students is divided as 25% girls, 30% boys, and 45% other students. Find the number of girls.",300 + 1,300 - 1,300,-300,C,The whole students corresponds to 100%. ? 100%?1200 So the value corresponding to 1% is obtained by dividing 1200 by 100. ? 1%=(1200/100)=12 Now multiply the value of 1% by 25 to find the girls. ? 25%=12?25=300 Therefore the girls count is 300. ? girls=300,,
PCT-CP-009:PCT-QL-017:PCT-002:en:308,PCT-CP-009,Easy,PCT-QL-017,Observation,Money,Difference,"30% is spent on food, 25% on rent, and 10% on transport. Find the remaining percentage for remaining.",35%,35% - 1,35% + 1,-35%,A,The full distribution adds up to 100%. ? food+rent+transport+remaining=100% First add the known percentages. ? 30%+25%+10%=65% Now subtract that total from 100% to get the missing percentage. ? remaining=100%-65%=35% Therefore the missing percentage is 35%. ? remaining=35%,,
PCT-CP-010:PCT-QL-019:PCT-002:en:309,PCT-CP-010,Medium,PCT-QL-019,Multi-statement,Population,Count/Partition output,"In a population of 5000, 45% are males, 30% are females, and 25% are children. Find the number of children.",1250 + 1,1250 - 1,-1250,1250,D,The whole population corresponds to 100%. ? 100%?5000 So the value corresponding to 1% is obtained by dividing 5000 by 100. ? 1%=(5000/100)=50 Now multiply the value of 1% by the percentage for children. ? 25%=50?25=1250 Therefore the value for children is 1250. ? children=1250,,
PCT-CP-001:PCT-QL-002:PCT-002:en:310,PCT-CP-001,Easy,PCT-QL-002,Narrative,Money,Original/Recovery value,"15% of the monthly income is kept aside as savings. If these savings are Rs. 5400, find the total monthly income.",-36000,36000 - 1,36000 + 1,36000,D,"Here, 15% of the monthly income equals Rs. 5400. ? 15%?Rs. 5400 To determine the value of 1%, divide Rs. 5400 by 15. ? 1%=(5400/15)=360 Now multiply the value of 1% by 100 to get the whole. ? 100%=360?100=36000 Therefore the total monthly income is Rs. 36000. ? Total monthly income=36000",,
PCT-CP-002:PCT-QL-004:PCT-002:en:311,PCT-CP-002,Medium,PCT-QL-004,Narrative,Education,Count/Partition output,"If 40% of the students equals 336, how many students correspond to 50%?",-420,420 - 1,420 + 1,420,D,"Here, 40% of the students equals 336. ? 40%?336 First find the value corresponding to 1% by dividing 336 by 40. ? 1%=(336/40)=8.4 Now multiply the value of 1% by 50 to get 50%. ? 50%=8.4?50=420 Therefore 50% of the students is 420. ? students=420",,
PCT-CP-003:PCT-QL-006:PCT-002:en:312,PCT-CP-003,Medium,PCT-QL-006,Direct,Money,Percentage change,A person keeps Rs. 2000 as savings out of a total income of Rs. 20000. Find the percentage of savings.,10% + 1,10% - 1,-10%,10%,D,The whole income corresponds to 100%. ? 100%?Rs. 20000 So 1% is obtained by dividing Rs. 20000 by 100. ? 1%=(20000/100)=200 Now compare Rs. 2000 with the value of 1% to get the required percentage. ? Required percent=(2000/200)=10% Therefore Rs. 2000 is 10% of the income. ? savings=10%,,
PCT-CP-004:PCT-QL-008:PCT-002:en:313,PCT-CP-004,Medium,PCT-QL-008,Narrative,Books,Original/Recovery value,"If 25% of the books equals 100, what percent of the books is 40?",-10%,10% + 1,10% - 1,10%,D,"Here, 25% of the books equals 100. ? 25%?100 To determine the value of 1%, divide 100 by 25. ? 1%=(100/25)=4 Now compare 40 with the value of 1% to find the required percentage. ? Required percent=(40/4)=10% Therefore 40 is 10% of the books. ? Required percent=10%",,
PCT-CP-005:PCT-QL-010:PCT-002:en:314,PCT-CP-005,Easy,PCT-QL-010,Multi-statement,Abstract,Percentage change,The ratio of two parts is 1:2. Express the second part as a percentage of the whole.,66.67% + 1,-66.67%,66.67%,66.67% - 1,C,First add the ratio parts to get the whole number of equal parts. ? Total parts=1+2=3 The second part accounts for 2 out of these 3 parts. ? Share fraction=(2/3) Convert that share into a percentage. ? Required percent=(2/3)?100=66.67% Therefore the second part corresponds to 66.67%. ? second part=66.67%,,
PCT-CP-006:PCT-QL-012:PCT-002:en:315,PCT-CP-006,Easy,PCT-QL-012,Direct,Money,Difference,A person keeps 20% of the income as savings. What percent of the income is spent on expenditure?,80% + 1,-80%,80%,80% - 1,C,The full quantity is always 100%. ? savings+expenditure=100% So subtract 20% from 100% to get the remaining percentage. ? expenditure=100%-20%=80% Therefore the expenditure percentage is 80%. ? expenditure=80%,,
PCT-CP-007:PCT-QL-014:PCT-002:en:316,PCT-CP-007,Medium,PCT-QL-014,Multi-statement,Money,Comparison,40% of the monthly budget goes to food expenses and 25% goes to transport expenses. Find the percentage difference.,15%,-15%,15% + 1,15% - 1,A,"Both parts are already given as percentages of the same whole. ? food expenses=40%, transport expenses=25% So subtract the smaller percentage from the larger percentage. ? Difference=40%-25%=15% Therefore the percentage difference is 15%. ? Difference=15%",,
PCT-CP-008:PCT-QL-016:PCT-002:en:317,PCT-CP-008,Medium,PCT-QL-016,Multi-statement,Money,Final value,"A monthly expenses of Rs. 30000 is divided as 35% rent, 25% food, and 40% transport. Find the amount spent on rent.",10500 + 1,-10500,10500,10500 - 1,C,The whole monthly expenses corresponds to 100%. ? 100%?Rs. 30000 So the value corresponding to 1% is obtained by dividing Rs. 30000 by 100. ? 1%=(30000/100)=300 Now multiply the value of 1% by 35 to find the rent. ? 35%=300?35=10500 Therefore the rent count is Rs. 10500. ? rent=10500,,
PCT-CP-009:PCT-QL-018:PCT-002:en:318,PCT-CP-009,Medium,PCT-QL-018,Multi-statement,Money,Difference,"In a budget, 30% goes to marketing, 15% to salaries, and 15% to rent. Find the missing percentage for other expenses.",40% + 1,-40%,40%,40% - 1,C,The full distribution adds up to 100%. ? marketing+salaries+rent+other expenses=100% First add the known percentages. ? 30%+15%+15%=60% Now subtract that total from 100% to get the missing percentage. ? other expenses=100%-60%=40% Therefore the missing percentage is 40%. ? other expenses=40%,,
PCT-CP-010:PCT-QL-020:PCT-002:en:319,PCT-CP-010,Hard,PCT-QL-020,Observation,Money,Final value,"Out of monthly expenses worth Rs. 20000, 25% is spent on food, 30% on rent, 20% on transport, and the remaining 25% on education. Find the amount spent on education.",5000,-5000,5000 + 1,5000 - 1,A,The whole monthly expenses corresponds to 100%. ? 100%?Rs. 20000 So the value corresponding to 1% is obtained by dividing Rs. 20000 by 100. ? 1%=(20000/100)=200 Now multiply the value of 1% by the percentage for education. ? 25%=200?25=5000 Therefore the value for education is Rs. 5000. ? education=5000,,
PCT-CP-001:PCT-QL-001:PCT-002:en:320,PCT-CP-001,Easy,PCT-QL-001,Multi-statement,Education,Original/Recovery value,"40% of the students are girls. If the number of girls is 360, find the total number of students.",900 + 1,900 - 1,-900,900,D,"Here, 40% of the students equals 360. ? 40%?360 To determine the value of 1%, divide 360 by 40. ? 1%=(360/40)=9 Now multiply the value of 1% by 100 to get the whole. ? 100%=9?100=900 Therefore the total students is 900. ? Total students=900",,
PCT-CP-002:PCT-QL-003:PCT-002:en:321,PCT-CP-002,Easy,PCT-QL-003,Narrative,Money,Final value,"If 30% of the income equals Rs. 6000, find 50% of the same income.",-10000,10000 + 1,10000 - 1,10000,D,"Here, 30% of the income equals Rs. 6000. ? 30%?Rs. 6000 First find the value corresponding to 1% by dividing Rs. 6000 by 30. ? 1%=(6000/30)=200 Now multiply the value of 1% by 50 to get 50%. ? 50%=200?50=10000 Therefore 50% of the income is Rs. 10000. ? expenditure=10000",,
PCT-CP-003:PCT-QL-005:PCT-002:en:322,PCT-CP-003,Easy,PCT-QL-005,Multi-statement,Education,Percentage change,"Out of 720 students, 144 are girls. Find what percent of the students are girls.",-20%,20% + 1,20% - 1,20%,D,The whole students corresponds to 100%. ? 100%?720 So 1% is obtained by dividing 720 by 100. ? 1%=(720/100)=7.2 Now compare 144 with the value of 1% to get the required percentage. ? Required percent=(144/7.2)=20% Therefore 144 is 20% of the students. ? girls=20%,,
PCT-CP-004:PCT-QL-007:PCT-002:en:323,PCT-CP-004,Medium,PCT-QL-007,Timeline,Money,Original/Recovery value,"If 30% of the salary is Rs. 1200, then Rs. 1200 is what percent of the same salary?",-30%,30% - 1,30% + 1,30%,D,"Here, 30% of the salary equals Rs. 1200. ? 30%?Rs. 1200 To determine the value of 1%, divide Rs. 1200 by 30. ? 1%=(1200/30)=40 Now compare Rs. 1200 with the value of 1% to find the required percentage. ? Required percent=(1200/40)=30% Therefore Rs. 1200 is 30% of the salary. ? Required percent=30%",,
PCT-CP-005:PCT-QL-009:PCT-002:en:324,PCT-CP-005,Easy,PCT-QL-009,Direct,Abstract,Percentage change,A quantity is divided in the ratio 2:3. Find the percentage corresponding to the first part.,40% + 1,40% - 1,-40%,40%,D,First add the ratio parts to get the whole number of equal parts. ? Total parts=2+3=5 The first part accounts for 2 out of these 5 parts. ? Share fraction=(2/5) Convert that share into a percentage. ? Required percent=(2/5)?100=40% Therefore the first part corresponds to 40%. ? first part=40%,,
PCT-CP-006:PCT-QL-011:PCT-002:en:325,PCT-CP-006,Easy,PCT-QL-011,Multi-statement,Education,Difference,"If 40% of the class are girls, find the percentage of boys.",60%,-60%,60% + 1,60% - 1,A,The full quantity is always 100%. ? girls+boys=100% So subtract 40% from 100% to get the remaining percentage. ? boys=100%-40%=60% Therefore the boys percentage is 60%. ? boys=60%,,
PCT-CP-007:PCT-QL-013:PCT-002:en:326,PCT-CP-007,Easy,PCT-QL-013,Multi-statement,Education,Comparison,40% of the students are boys and 25% are girls. Find the difference between these percentages.,15% + 1,-15%,15%,15% - 1,C,"Both parts are already given as percentages of the same whole. ? boys=40%, girls=25% So subtract the smaller percentage from the larger percentage. ? Difference=40%-25%=15% Therefore the percentage difference is 15%. ? Difference=15%",,
PCT-CP-008:PCT-QL-015:PCT-002:en:327,PCT-CP-008,Medium,PCT-QL-015,Multi-statement,Education,Count/Partition output,"A group of 1000 students is divided as 40% girls, 30% boys, and 30% other students. Find the number of girls.",400 + 1,-400,400,400 - 1,C,The whole students corresponds to 100%. ? 100%?1000 So the value corresponding to 1% is obtained by dividing 1000 by 100. ? 1%=(1000/100)=10 Now multiply the value of 1% by 40 to find the girls. ? 40%=10?40=400 Therefore the girls count is 400. ? girls=400,,
PCT-CP-009:PCT-QL-017:PCT-002:en:328,PCT-CP-009,Easy,PCT-QL-017,Observation,Money,Difference,"35% is spent on food, 15% on rent, and 15% on transport. Find the remaining percentage for remaining.",35% + 1,-35%,35%,35% - 1,C,The full distribution adds up to 100%. ? food+rent+transport+remaining=100% First add the known percentages. ? 35%+15%+15%=65% Now subtract that total from 100% to get the missing percentage. ? remaining=100%-65%=35% Therefore the missing percentage is 35%. ? remaining=35%,,
PCT-CP-010:PCT-QL-019:PCT-002:en:329,PCT-CP-010,Medium,PCT-QL-019,Multi-statement,Population,Count/Partition output,"In a population of 4000, 35% are males, 35% are females, and 30% are children. Find the number of children.",-1200,1200 - 1,1200,1200 + 1,C,The whole population corresponds to 100%. ? 100%?4000 So the value corresponding to 1% is obtained by dividing 4000 by 100. ? 1%=(4000/100)=40 Now multiply the value of 1% by the percentage for children. ? 30%=40?30=1200 Therefore the value for children is 1200. ? children=1200,,
PCT-CP-001:PCT-QL-002:PCT-002:en:330,PCT-CP-001,Easy,PCT-QL-002,Narrative,Money,Original/Recovery value,"25% of the monthly income is kept aside as savings. If these savings are Rs. 6000, find the total monthly income.",-24000,24000 - 1,24000,24000 + 1,C,"Here, 25% of the monthly income equals Rs. 6000. ? 25%?Rs. 6000 To determine the value of 1%, divide Rs. 6000 by 25. ? 1%=(6000/25)=240 Now multiply the value of 1% by 100 to get the whole. ? 100%=240?100=24000 Therefore the total monthly income is Rs. 24000. ? Total monthly income=24000",,
PCT-CP-002:PCT-QL-004:PCT-002:en:331,PCT-CP-002,Medium,PCT-QL-004,Narrative,Education,Count/Partition output,"If 25% of the students equals 140, how many students correspond to 75%?",-420,420,420 - 1,420 + 1,B,"Here, 25% of the students equals 140. ? 25%?140 First find the value corresponding to 1% by dividing 140 by 25. ? 1%=(140/25)=5.6 Now multiply the value of 1% by 75 to get 75%. ? 75%=5.6?75=420 Therefore 75% of the students is 420. ? students=420",,
PCT-CP-003:PCT-QL-006:PCT-002:en:332,PCT-CP-003,Medium,PCT-QL-006,Direct,Money,Percentage change,A person keeps Rs. 7200 as savings out of a total income of Rs. 48000. Find the percentage of savings.,15% - 1,15%,-15%,15% + 1,B,The whole income corresponds to 100%. ? 100%?Rs. 48000 So 1% is obtained by dividing Rs. 48000 by 100. ? 1%=(48000/100)=480 Now compare Rs. 7200 with the value of 1% to get the required percentage. ? Required percent=(7200/480)=15% Therefore Rs. 7200 is 15% of the income. ? savings=15%,,
PCT-CP-004:PCT-QL-008:PCT-002:en:333,PCT-CP-004,Medium,PCT-QL-008,Narrative,Books,Original/Recovery value,"If 40% of the books equals 120, what percent of the books is 45?",15% - 1,15%,-15%,15% + 1,B,"Here, 40% of the books equals 120. ? 40%?120 To determine the value of 1%, divide 120 by 40. ? 1%=(120/40)=3 Now compare 45 with the value of 1% to find the required percentage. ? Required percent=(45/3)=15% Therefore 45 is 15% of the books. ? Required percent=15%",,
PCT-CP-005:PCT-QL-010:PCT-002:en:334,PCT-CP-005,Easy,PCT-QL-010,Multi-statement,Abstract,Percentage change,The ratio of two parts is 3:4. Express the second part as a percentage of the whole.,57.14%,57.14% + 1,57.14% - 1,-57.14%,A,First add the ratio parts to get the whole number of equal parts. ? Total parts=3+4=7 The second part accounts for 4 out of these 7 parts. ? Share fraction=(4/7) Convert that share into a percentage. ? Required percent=(4/7)?100=57.14% Therefore the second part corresponds to 57.14%. ? second part=57.14%,,
PCT-CP-006:PCT-QL-012:PCT-002:en:335,PCT-CP-006,Easy,PCT-QL-012,Direct,Money,Difference,A person keeps 25% of the income as savings. What percent of the income is spent on expenditure?,75%,75% + 1,75% - 1,-75%,A,The full quantity is always 100%. ? savings+expenditure=100% So subtract 25% from 100% to get the remaining percentage. ? expenditure=100%-25%=75% Therefore the expenditure percentage is 75%. ? expenditure=75%,,
PCT-CP-007:PCT-QL-014:PCT-002:en:336,PCT-CP-007,Medium,PCT-QL-014,Multi-statement,Money,Comparison,30% of the monthly budget goes to food expenses and 15% goes to transport expenses. Find the percentage difference.,15% + 1,15% - 1,15%,-15%,C,"Both parts are already given as percentages of the same whole. ? food expenses=30%, transport expenses=15% So subtract the smaller percentage from the larger percentage. ? Difference=30%-15%=15% Therefore the percentage difference is 15%. ? Difference=15%",,
