questionId,cpId,stem,answer,difficulty,questionLanguageId,explanationStyleId
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:187,CP-003,"A number is obtained by subtracting 30 from 150. If its HCF with 45 is 15, find the number.",120,Hard,QL-034,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:188,CP-003,"A number is 30 less than 150. If its HCF with 45 is 15, find the number.",120,Easy,QL-032,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:189,CP-003,A number has HCF 15 with 60. It is divisible by 15 and not divisible by 45. Find the number.,15,Easy,QL-030,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:190,CP-003,A number is greater than 60 and less than 80. Its HCF with 72 is 12. Find the number.,60,Hard,QL-039,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:191,CP-003,The HCF of a number and 96 is 24. The number is greater than 120 and less than 150. Find the number.,120,Easy,QL-018,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:192,CP-003,A number is obtained by adding 20 to 100. Its HCF with 84 is 12. Find the number.,120,Medium,QL-033,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:193,CP-003,"A number chosen from 40, 60, 75 and 90 has HCF 15 with 30. Find the number.",75,Easy,QL-023,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:194,CP-003,"A number has HCF 14 with 42. It is chosen from 56, 63, 84 and 100. Find the number.",56,Medium,QL-040,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:195,CP-003,A number is greater than 100 and less than 130. Its HCF with 54 is 18. Find the number.,126,Easy,QL-039,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:196,CP-003,The HCF of a number and 54 is 18. The number is greater than 100 and less than 130. Find the number.,126,Hard,QL-018,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:197,CP-003,"A number has HCF 12 with 36. It is chosen from 48, 54, 72 and 90. Find the number.",48,Easy,QL-040,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:198,CP-003,"The required number is divisible by 18 but not by 36. If its HCF with 36 is 18, find the number.",18,Hard,QL-029,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:199,CP-003,A number has HCF 18 with 36. It is divisible by 18 and not divisible by 36. Find the number.,18,Medium,QL-030,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:200,CP-003,The HCF of 72 and an unknown number is 12. The unknown number is from 60 to 80. Find it.,60,Medium,QL-020,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:201,CP-003,A number is divisible by 18 but not by 36. Its HCF with 36 is 18. Find the number.,18,Hard,QL-038,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:202,CP-003,"A number is 30 less than 150. If its HCF with 45 is 15, find the number.",120,Medium,QL-032,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:203,CP-003,"Among 56, 63, 84 and 100, which number has HCF 14 with 42?",56,Easy,QL-022,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:204,CP-003,"One of the numbers 56, 63, 84 and 100 has HCF 14 with 42. Find that number.",56,Easy,QL-021,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:205,CP-003,"A number is obtained by subtracting 30 from 150. If its HCF with 45 is 15, find the number.",120,Medium,QL-034,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:206,CP-003,A number between 120 and 150 has HCF 24 with 96. Find the number.,120,Medium,QL-017,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:207,CP-003,The HCF of a number and 72 is 12. The number is greater than 60 and less than 80. Find the number.,60,Easy,QL-018,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:208,CP-003,"Find the number which is divisible by 20, not divisible by 40, and has HCF 20 with 40.",20,Medium,QL-028,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:209,CP-003,A number satisfies the given conditions. Its HCF with 54 is 18 and it lies between 100 and 130. Find the number.,126,Easy,QL-036,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:210,CP-003,"A number is 30 less than 150. If its HCF with 45 is 15, find the number.",120,Easy,QL-032,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:211,CP-003,"From 56, 63, 84 and 100, find the number whose HCF with 42 is 14.",56,Hard,QL-024,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:212,CP-003,"A number is obtained by subtracting 30 from 150. If its HCF with 45 is 15, find the number.",120,Hard,QL-034,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:213,CP-003,"A number is 30 less than 150. If its HCF with 45 is 15, find the number.",120,Medium,QL-032,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:214,CP-003,"A number selected from the list 40, 60, 75 and 90 has HCF 15 with 30. Find the number.",75,Easy,QL-037,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:215,CP-003,A number satisfies the given conditions. Its HCF with 96 is 24 and it lies between 120 and 150. Find the number.,120,Medium,QL-036,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:216,CP-003,"A number is obtained by subtracting 30 from 150. If its HCF with 45 is 15, find the number.",120,Medium,QL-034,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:217,CP-003,A number is obtained by adding 20 to 100. Its HCF with 84 is 12. Find the number.,120,Medium,QL-033,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:218,CP-003,"A number is obtained by subtracting 30 from 150. If its HCF with 45 is 15, find the number.",120,Easy,QL-034,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:219,CP-003,"The required number is divisible by 20 but not by 40. If its HCF with 40 is 20, find the number.",20,Easy,QL-029,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:220,CP-003,"Which number in the list 40, 60, 75 and 90 gives HCF 15 with 30?",75,Hard,QL-025,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:221,CP-003,"Which number in the list 40, 60, 75 and 90 gives HCF 15 with 30?",75,Easy,QL-025,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:222,CP-003,A number has HCF 15 with 60. It is divisible by 15 and not divisible by 45. Find the number.,15,Easy,QL-030,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:223,CP-003,A number exceeds 95 by 25. Its HCF with 50 is 10. Find the number.,120,Hard,QL-031,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:224,CP-003,The HCF of 72 and a number is 12. The number lies between 60 and 80. Find the number.,60,Easy,QL-016,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:225,CP-003,A number between 120 and 150 has HCF 24 with 96. Find the number.,120,Hard,QL-017,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:226,CP-003,"A number is obtained by subtracting 30 from 150. If its HCF with 45 is 15, find the number.",120,Medium,QL-034,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:227,CP-003,"Among 56, 63, 84 and 100, which number has HCF 14 with 42?",56,Easy,QL-022,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:228,CP-003,Find the number lying between 60 and 80 whose HCF with 72 is 12.,60,Medium,QL-019,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:229,CP-003,A number satisfies the given conditions. Its HCF with 96 is 24 and it lies between 120 and 150. Find the number.,120,Easy,QL-036,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:230,CP-003,The HCF of 72 and a number is 12. The number lies between 60 and 80. Find the number.,60,Hard,QL-016,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:231,CP-003,Find the number lying between 100 and 130 whose HCF with 54 is 18.,126,Easy,QL-019,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:232,CP-003,"A number selected from the list 40, 60, 75 and 90 has HCF 15 with 30. Find the number.",75,Easy,QL-037,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:233,CP-003,The value of a number is 100 plus 20. Its HCF with 84 is 12. Find the number.,120,Easy,QL-035,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:234,CP-003,"A number selected from the list 48, 54, 72 and 90 has HCF 12 with 36. Find the number.",48,Medium,QL-037,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:235,CP-003,"From 40, 60, 75 and 90, find the number whose HCF with 30 is 15.",75,Medium,QL-024,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:236,CP-003,"One of the numbers 40, 60, 75 and 90 has HCF 15 with 30. Find that number.",75,Hard,QL-021,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:237,CP-003,"One of the numbers 40, 60, 75 and 90 has HCF 15 with 30. Find that number.",75,Hard,QL-021,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:238,CP-003,"A number has HCF 12 with 36. It is chosen from 48, 54, 72 and 90. Find the number.",48,Easy,QL-040,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:239,CP-003,"A number is obtained by subtracting 30 from 150. If its HCF with 45 is 15, find the number.",120,Medium,QL-034,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:240,CP-003,"A number chosen from 48, 54, 72 and 90 has HCF 12 with 36. Find the number.",48,Medium,QL-023,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:241,CP-003,A number satisfies the given conditions. Its HCF with 96 is 24 and it lies between 120 and 150. Find the number.,120,Medium,QL-036,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:242,CP-003,The HCF of 96 and an unknown number is 24. The unknown number is from 120 to 150. Find it.,120,Hard,QL-020,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:243,CP-003,The HCF of 96 and an unknown number is 24. The unknown number is from 120 to 150. Find it.,120,Hard,QL-020,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:244,CP-003,The HCF of a number and 96 is 24. The number is greater than 120 and less than 150. Find the number.,120,Easy,QL-018,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:245,CP-003,"A number has HCF 15 with 30. It is chosen from 40, 60, 75 and 90. Find the number.",75,Hard,QL-040,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:246,CP-003,A number has HCF 15 with 60. It is divisible by 15 and not divisible by 45. Find the number.,15,Easy,QL-030,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:247,CP-003,"A number is 30 less than 150. If its HCF with 45 is 15, find the number.",120,Easy,QL-032,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:248,CP-003,"A number is obtained by subtracting 30 from 150. If its HCF with 45 is 15, find the number.",120,Easy,QL-034,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:249,CP-003,The value of a number is 95 plus 25. Its HCF with 50 is 10. Find the number.,120,Medium,QL-035,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:250,CP-003,A number has HCF 18 with 36. It is divisible by 18 and not divisible by 36. Find the number.,18,Hard,QL-030,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:251,CP-003,A number is greater than 60 and less than 80. Its HCF with 72 is 12. Find the number.,60,Hard,QL-039,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:252,CP-003,"A number is 30 less than 150. If its HCF with 45 is 15, find the number.",120,Hard,QL-032,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:253,CP-003,A number exceeds 100 by 20. Its HCF with 84 is 12. Find the number.,120,Easy,QL-031,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:254,CP-003,"A number is divisible by 18 but not by 36. If its HCF with 36 is 18, find the number.",18,Easy,QL-026,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:255,CP-003,"A number is divisible by 20 but not by 40. If its HCF with 40 is 20, find the number.",20,Hard,QL-026,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:256,CP-003,A number satisfies the given conditions. Its HCF with 96 is 24 and it lies between 120 and 150. Find the number.,120,Easy,QL-036,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:257,CP-003,A number is greater than 120 and less than 150. Its HCF with 96 is 24. Find the number.,120,Medium,QL-039,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:258,CP-003,"Which number in the list 56, 63, 84 and 100 gives HCF 14 with 42?",56,Easy,QL-025,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:259,CP-003,"From 48, 54, 72 and 90, find the number whose HCF with 36 is 12.",48,Medium,QL-024,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:260,CP-003,A number satisfies the given conditions. Its HCF with 54 is 18 and it lies between 100 and 130. Find the number.,126,Easy,QL-036,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:261,CP-003,A number is divisible by 15 but not by 45. Its HCF with 60 is 15. Find the number.,15,Medium,QL-038,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:262,CP-003,"A number is divisible by 20 but not by 40. If its HCF with 40 is 20, find the number.",20,Easy,QL-026,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:263,CP-003,A number has HCF 20 with 40. It is divisible by 20 and not divisible by 40. Find the number.,20,Medium,QL-030,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:264,CP-003,A number is greater than 60 and less than 80. Its HCF with 72 is 12. Find the number.,60,Hard,QL-039,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:265,CP-003,"A number is divisible by 18 but not by 36. If its HCF with 36 is 18, find the number.",18,Easy,QL-026,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:266,CP-003,"Among 56, 63, 84 and 100, which number has HCF 14 with 42?",56,Easy,QL-022,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:267,CP-003,A number has HCF 15 with 60. It is divisible by 15 and not divisible by 45. Find the number.,15,Easy,QL-030,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:268,CP-003,The value of a number is 100 plus 20. Its HCF with 84 is 12. Find the number.,120,Medium,QL-035,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:269,CP-003,"Find the number which is divisible by 18, not divisible by 36, and has HCF 18 with 36.",18,Hard,QL-028,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:270,CP-003,A number exceeds 95 by 25. Its HCF with 50 is 10. Find the number.,120,Easy,QL-031,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:271,CP-003,A number is divisible by 20 but not by 40. Its HCF with 40 is 20. Find the number.,20,Hard,QL-027,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:272,CP-003,"Among 48, 54, 72 and 90, which number has HCF 12 with 36?",48,Medium,QL-022,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:273,CP-003,A number between 120 and 150 has HCF 24 with 96. Find the number.,120,Easy,QL-017,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:274,CP-003,A number is greater than 100 and less than 130. Its HCF with 54 is 18. Find the number.,126,Hard,QL-039,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:275,CP-003,"A number is divisible by 20 but not by 40. If its HCF with 40 is 20, find the number.",20,Hard,QL-026,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:276,CP-003,"A number is divisible by 20 but not by 40. If its HCF with 40 is 20, find the number.",20,Medium,QL-026,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:277,CP-003,The HCF of 54 and a number is 18. The number lies between 100 and 130. Find the number.,126,Medium,QL-016,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:278,CP-003,"The required number is divisible by 18 but not by 36. If its HCF with 36 is 18, find the number.",18,Easy,QL-029,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:279,CP-003,The HCF of 96 and a number is 24. The number lies between 120 and 150. Find the number.,120,Medium,QL-016,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:280,CP-003,A number satisfies the given conditions. Its HCF with 72 is 12 and it lies between 60 and 80. Find the number.,60,Medium,QL-036,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:281,CP-003,"Find the number which is divisible by 18, not divisible by 36, and has HCF 18 with 36.",18,Easy,QL-028,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:282,CP-003,The HCF of a number and 54 is 18. The number is greater than 100 and less than 130. Find the number.,126,Medium,QL-018,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:283,CP-003,The HCF of 96 and a number is 24. The number lies between 120 and 150. Find the number.,120,Easy,QL-016,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:284,CP-003,"A number is 30 less than 150. If its HCF with 45 is 15, find the number.",120,Easy,QL-032,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:285,CP-003,"A number selected from the list 56, 63, 84 and 100 has HCF 14 with 42. Find the number.",56,Medium,QL-037,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:286,CP-003,"From 56, 63, 84 and 100, find the number whose HCF with 42 is 14.",56,Medium,QL-024,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:287,CP-003,The HCF of 54 and an unknown number is 18. The unknown number is from 100 to 130. Find it.,126,Medium,QL-020,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:288,CP-003,"A number selected from the list 40, 60, 75 and 90 has HCF 15 with 30. Find the number.",75,Easy,QL-037,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:289,CP-003,The HCF of a number and 54 is 18. The number is greater than 100 and less than 130. Find the number.,126,Hard,QL-018,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:290,CP-003,A number is greater than 100 and less than 130. Its HCF with 54 is 18. Find the number.,126,Hard,QL-039,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:291,CP-003,A number has HCF 15 with 60. It is divisible by 15 and not divisible by 45. Find the number.,15,Medium,QL-030,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:292,CP-003,Find the number lying between 120 and 150 whose HCF with 96 is 24.,120,Easy,QL-019,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:293,CP-003,A number is greater than 120 and less than 150. Its HCF with 96 is 24. Find the number.,120,Easy,QL-039,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:294,CP-003,"A number chosen from 40, 60, 75 and 90 has HCF 15 with 30. Find the number.",75,Medium,QL-023,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:295,CP-003,A number is divisible by 15 but not by 45. Its HCF with 60 is 15. Find the number.,15,Medium,QL-027,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:296,CP-003,A number satisfies the given conditions. Its HCF with 54 is 18 and it lies between 100 and 130. Find the number.,126,Medium,QL-036,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:297,CP-003,"A number chosen from 48, 54, 72 and 90 has HCF 12 with 36. Find the number.",48,Easy,QL-023,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:298,CP-003,A number is obtained by adding 25 to 95. Its HCF with 50 is 10. Find the number.,120,Easy,QL-033,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:299,CP-003,"A number chosen from 40, 60, 75 and 90 has HCF 15 with 30. Find the number.",75,Easy,QL-023,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:300,CP-003,The HCF of 72 and a number is 12. The number lies between 60 and 80. Find the number.,60,Easy,QL-016,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:301,CP-003,A number is obtained by adding 20 to 100. Its HCF with 84 is 12. Find the number.,120,Medium,QL-033,ES-005
