Question ID,CP,Pattern ID,Instance ID,Divisor,Target Remainder,Difficulty Band,Question Language ID,Explanation Style ID,Question,Answer,Explanation
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:45:6,CP-005,REM-SP-6-4,NS-REM-001:REM-SP-6-4:365x10:6,8,2,Hard,QL-015,ES-003,Find the sum of all valid values of x.,20,"Substitute possible values of x and check the remainder.

Valid values:

0, 2, 4, 6, 8

Answer:

20"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:46:4,CP-005,REM-SP-4-2,NS-REM-001:REM-SP-4-2:2x81:4,15,6,Medium,QL-015,ES-005,Find the sum of all valid values of x.,12,"Checking all possible values gives:

1, 4, 7

Hence the answer is:

12"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:47:2,CP-005,REM-SP-3-2,NS-REM-001:REM-SP-3-2:4x4:2,10,4,Easy,QL-016,ES-001,Find the total of all possible values of x.,45,"Check all possible values of x.

Valid values:

0, 1, 2, 3, 4, 5, 6, 7, 8, 9

Answer:

45"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:48:4,CP-005,REM-SP-4-4,NS-REM-001:REM-SP-4-4:356x:4,13,3,Medium,QL-015,ES-004,Find the sum of all valid values of x.,5,"Valid values of x:

5

Required answer:

5"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:49:1,CP-005,REM-SP-5-2,NS-REM-001:REM-SP-5-2:5x309:1,14,9,Medium,QL-015,ES-002,Find the sum of all valid values of x.,5,"The required remainder is 9.

Valid values of x:

5

Answer:

5"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:50:3,CP-005,REM-SP-5-4,NS-REM-001:REM-SP-5-4:387x1:3,19,0,Medium,QL-016,ES-001,Find the total of all possible values of x.,4,"Check all possible values of x.

Valid values:

4

Answer:

4"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:51:1,CP-005,REM-SP-3-2,NS-REM-001:REM-SP-3-2:1x6:1,12,2,Hard,QL-017,ES-003,Add all valid values of x.,4,"Substitute possible values of x and check the remainder.

Valid values:

4

Answer:

4"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:52:2,CP-005,REM-SP-4-3,NS-REM-001:REM-SP-4-3:13x9:2,25,9,Medium,QL-015,ES-002,Find the sum of all valid values of x.,5,"The required remainder is 9.

Valid values of x:

0, 5

Answer:

5"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:53:2,CP-005,REM-SP-4-4,NS-REM-001:REM-SP-4-4:256x:2,9,1,Easy,QL-017,ES-001,Add all valid values of x.,6,"Check all possible values of x.

Valid values:

6

Answer:

6"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:54:4,CP-005,REM-SP-4-1,NS-REM-001:REM-SP-4-1:x789:4,7,5,Easy,QL-016,ES-005,Find the total of all possible values of x.,7,"Checking all possible values gives:

7

Hence the answer is:

7"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:55:3,CP-005,REM-SP-4-1,NS-REM-001:REM-SP-4-1:x349:3,9,7,Easy,QL-017,ES-004,Add all valid values of x.,9,"Valid values of x:

9

Required answer:

9"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:56:0,CP-005,REM-SP-5-1,NS-REM-001:REM-SP-5-1:x4309:0,9,8,Hard,QL-016,ES-004,Find the total of all possible values of x.,1,"Valid values of x:

1

Required answer:

1"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:57:0,CP-005,REM-SP-4-4,NS-REM-001:REM-SP-4-4:834x:0,8,3,Easy,QL-015,ES-005,Find the sum of all valid values of x.,7,"Checking all possible values gives:

7

Hence the answer is:

7"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:58:0,CP-005,REM-SP-6-6,NS-REM-001:REM-SP-6-6:84365x:0,3,1,Hard,QL-016,ES-001,Find the total of all possible values of x.,15,"Check all possible values of x.

Valid values:

2, 5, 8

Answer:

15"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:59:0,CP-005,REM-SP-3-1,NS-REM-001:REM-SP-3-1:x12:0,27,21,Hard,QL-015,ES-001,Find the sum of all valid values of x.,9,"Check all possible values of x.

Valid values:

9

Answer:

9"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:60:0,CP-005,REM-SP-3-3,NS-REM-001:REM-SP-3-3:73x:0,27,4,Hard,QL-017,ES-005,Add all valid values of x.,3,"Checking all possible values gives:

3

Hence the answer is:

3"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:61:0,CP-005,REM-SP-3-2,NS-REM-001:REM-SP-3-2:3x0:0,9,4,Easy,QL-015,ES-003,Find the sum of all valid values of x.,1,"Substitute possible values of x and check the remainder.

Valid values:

1

Answer:

1"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:62:6,CP-005,REM-SP-5-4,NS-REM-001:REM-SP-5-4:365x3:6,15,3,Medium,QL-015,ES-003,Find the sum of all valid values of x.,12,"Substitute possible values of x and check the remainder.

Valid values:

1, 4, 7

Answer:

12"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:63:3,CP-005,REM-SP-4-4,NS-REM-001:REM-SP-4-4:678x:3,15,6,Medium,QL-017,ES-003,Add all valid values of x.,6,"Substitute possible values of x and check the remainder.

Valid values:

6

Answer:

6"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:64:0,CP-005,REM-SP-5-2,NS-REM-001:REM-SP-5-2:1x143:0,45,28,Hard,QL-017,ES-004,Add all valid values of x.,1,"Valid values of x:

1

Required answer:

1"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:65:2,CP-005,REM-SP-6-6,NS-REM-001:REM-SP-6-6:66521x:2,2,0,Hard,QL-016,ES-002,Find the total of all possible values of x.,20,"The required remainder is 0.

Valid values of x:

0, 2, 4, 6, 8

Answer:

20"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:66:2,CP-005,REM-SP-5-2,NS-REM-001:REM-SP-5-2:3x921:2,11,7,Medium,QL-016,ES-002,Find the total of all possible values of x.,4,"The required remainder is 7.

Valid values of x:

4

Answer:

4"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:67:0,CP-005,REM-SP-6-6,NS-REM-001:REM-SP-6-6:36587x:0,11,8,Hard,QL-017,ES-004,Add all valid values of x.,9,"Valid values of x:

9

Required answer:

9"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:68:0,CP-005,REM-SP-3-3,NS-REM-001:REM-SP-3-3:61x:0,12,5,Hard,QL-017,ES-005,Add all valid values of x.,7,"Checking all possible values gives:

7

Hence the answer is:

7"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:69:1,CP-005,REM-SP-5-4,NS-REM-001:REM-SP-5-4:565x3:1,6,3,Hard,QL-016,ES-001,Find the total of all possible values of x.,15,"Check all possible values of x.

Valid values:

2, 5, 8

Answer:

15"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:70:0,CP-005,REM-SP-3-2,NS-REM-001:REM-SP-3-2:4x2:0,6,0,Easy,QL-016,ES-002,Find the total of all possible values of x.,18,"The required remainder is 0.

Valid values of x:

0, 3, 6, 9

Answer:

18"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:71:2,CP-005,REM-SP-4-2,NS-REM-001:REM-SP-4-2:3x69:2,11,4,Medium,QL-015,ES-002,Find the sum of all valid values of x.,4,"The required remainder is 4.

Valid values of x:

4

Answer:

4"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:72:7,CP-005,REM-SP-5-4,NS-REM-001:REM-SP-5-4:565x7:7,17,16,Medium,QL-015,ES-003,Find the sum of all valid values of x.,0,"Substitute possible values of x and check the remainder.

Valid values:

0

Answer:

0"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:73:4,CP-005,REM-SP-5-4,NS-REM-001:REM-SP-5-4:509x5:4,11,0,Medium,QL-015,ES-004,Find the sum of all valid values of x.,8,"Valid values of x:

8

Required answer:

8"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:74:1,CP-005,REM-SP-4-4,NS-REM-001:REM-SP-4-4:612x:1,13,4,Medium,QL-017,ES-005,Add all valid values of x.,7,"Checking all possible values gives:

7

Hence the answer is:

7"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:75:2,CP-005,REM-SP-4-4,NS-REM-001:REM-SP-4-4:978x:2,5,3,Easy,QL-016,ES-003,Find the total of all possible values of x.,11,"Substitute possible values of x and check the remainder.

Valid values:

3, 8

Answer:

11"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:76:0,CP-005,REM-SP-5-5,NS-REM-001:REM-SP-5-5:9438x:0,25,13,Medium,QL-016,ES-005,Find the total of all possible values of x.,8,"Checking all possible values gives:

8

Hence the answer is:

8"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:77:0,CP-005,REM-SP-4-2,NS-REM-001:REM-SP-4-2:2x23:0,11,10,Medium,QL-016,ES-002,Find the total of all possible values of x.,0,"The required remainder is 10.

Valid values of x:

0

Answer:

0"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:78:2,CP-005,REM-SP-6-6,NS-REM-001:REM-SP-6-6:48709x:2,12,2,Hard,QL-015,ES-005,Find the sum of all valid values of x.,4,"Checking all possible values gives:

4

Hence the answer is:

4"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:79:0,CP-005,REM-SP-5-4,NS-REM-001:REM-SP-5-4:887x9:0,13,7,Medium,QL-016,ES-002,Find the total of all possible values of x.,1,"The required remainder is 7.

Valid values of x:

1

Answer:

1"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:80:0,CP-005,REM-SP-6-1,NS-REM-001:REM-SP-6-1:x21876:0,15,11,Hard,QL-017,ES-005,Add all valid values of x.,15,"Checking all possible values gives:

2, 5, 8

Hence the answer is:

15"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:81:2,CP-005,REM-SP-6-6,NS-REM-001:REM-SP-6-6:42165x:2,8,6,Hard,QL-016,ES-002,Find the total of all possible values of x.,4,"The required remainder is 6.

Valid values of x:

4

Answer:

4"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:82:3,CP-005,REM-SP-5-5,NS-REM-001:REM-SP-5-5:5874x:3,11,5,Medium,QL-015,ES-001,Find the sum of all valid values of x.,5,"Check all possible values of x.

Valid values:

5

Answer:

5"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:83:0,CP-005,REM-SP-5-5,NS-REM-001:REM-SP-5-5:7872x:0,25,1,Medium,QL-016,ES-001,Find the total of all possible values of x.,6,"Check all possible values of x.

Valid values:

6

Answer:

6"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:84:3,CP-005,REM-SP-6-2,NS-REM-001:REM-SP-6-2:1x5870:3,14,6,Hard,QL-016,ES-002,Find the total of all possible values of x.,9,"The required remainder is 6.

Valid values of x:

1, 8

Answer:

9"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:85:0,CP-005,REM-SP-5-5,NS-REM-001:REM-SP-5-5:3652x:0,16,12,Medium,QL-016,ES-001,Find the total of all possible values of x.,4,"Check all possible values of x.

Valid values:

4

Answer:

4"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:86:1,CP-005,REM-SP-3-2,NS-REM-001:REM-SP-3-2:5x0:1,24,14,Hard,QL-015,ES-002,Find the sum of all valid values of x.,9,"The required remainder is 14.

Valid values of x:

9

Answer:

9"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:87:3,CP-005,REM-SP-4-2,NS-REM-001:REM-SP-4-2:8x07:3,7,4,Easy,QL-017,ES-004,Add all valid values of x.,6,"Valid values of x:

6

Required answer:

6"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:88:5,CP-005,REM-SP-6-6,NS-REM-001:REM-SP-6-6:72109x:5,5,0,Hard,QL-015,ES-005,Find the sum of all valid values of x.,5,"Checking all possible values gives:

0, 5

Hence the answer is:

5"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:89:1,CP-005,REM-SP-3-3,NS-REM-001:REM-SP-3-3:19x:1,5,3,Easy,QL-015,ES-001,Find the sum of all valid values of x.,11,"Check all possible values of x.

Valid values:

3, 8

Answer:

11"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:90:0,CP-005,REM-SP-4-1,NS-REM-001:REM-SP-4-1:x347:0,7,3,Easy,QL-016,ES-004,Find the total of all possible values of x.,9,"Valid values of x:

1, 8

Required answer:

9"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:91:4,CP-005,REM-SP-4-4,NS-REM-001:REM-SP-4-4:456x:4,19,5,Medium,QL-017,ES-003,Add all valid values of x.,5,"Substitute possible values of x and check the remainder.

Valid values:

5

Answer:

5"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:92:2,CP-005,REM-SP-6-4,NS-REM-001:REM-SP-6-4:587x54:2,14,4,Hard,QL-015,ES-001,Find the sum of all valid values of x.,6,"Check all possible values of x.

Valid values:

6

Answer:

6"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:93:0,CP-005,REM-SP-4-2,NS-REM-001:REM-SP-4-2:6x41:0,13,6,Medium,QL-015,ES-001,Find the sum of all valid values of x.,4,"Check all possible values of x.

Valid values:

4

Answer:

4"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:94:0,CP-005,REM-SP-6-4,NS-REM-001:REM-SP-6-4:221x76:0,18,4,Hard,QL-017,ES-001,Add all valid values of x.,4,"Check all possible values of x.

Valid values:

4

Answer:

4"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:95:0,CP-005,REM-SP-6-1,NS-REM-001:REM-SP-6-1:x43658:0,13,6,Hard,QL-017,ES-002,Add all valid values of x.,7,"The required remainder is 6.

Valid values of x:

7

Answer:

7"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:96:3,CP-005,REM-SP-4-4,NS-REM-001:REM-SP-4-4:334x:3,5,2,Easy,QL-017,ES-005,Add all valid values of x.,9,"Checking all possible values gives:

2, 7

Hence the answer is:

9"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:97:0,CP-005,REM-SP-5-4,NS-REM-001:REM-SP-5-4:821x3:0,13,0,Medium,QL-015,ES-003,Find the sum of all valid values of x.,7,"Substitute possible values of x and check the remainder.

Valid values:

7

Answer:

7"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:98:1,CP-005,REM-SP-4-2,NS-REM-001:REM-SP-4-2:8x03:1,7,1,Easy,QL-015,ES-002,Find the sum of all valid values of x.,3,"The required remainder is 1.

Valid values of x:

3

Answer:

3"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:99:0,CP-005,REM-SP-3-3,NS-REM-001:REM-SP-3-3:45x:0,12,1,Hard,QL-016,ES-005,Find the total of all possible values of x.,7,"Checking all possible values gives:

7

Hence the answer is:

7"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:100:1,CP-005,REM-SP-6-3,NS-REM-001:REM-SP-6-3:12x658:1,9,2,Hard,QL-015,ES-002,Find the sum of all valid values of x.,7,"The required remainder is 2.

Valid values of x:

7

Answer:

7"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:101:3,CP-005,REM-SP-6-6,NS-REM-001:REM-SP-6-6:20921x:3,3,1,Hard,QL-017,ES-004,Add all valid values of x.,15,"Valid values of x:

2, 5, 8

Required answer:

15"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:102:0,CP-005,REM-SP-4-3,NS-REM-001:REM-SP-4-3:27x5:0,9,2,Easy,QL-017,ES-003,Add all valid values of x.,6,"Substitute possible values of x and check the remainder.

Valid values:

6

Answer:

6"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:103:1,CP-005,REM-SP-6-4,NS-REM-001:REM-SP-6-4:787x32:1,9,5,Hard,QL-015,ES-003,Find the sum of all valid values of x.,5,"Substitute possible values of x and check the remainder.

Valid values:

5

Answer:

5"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:104:7,CP-005,REM-SP-5-2,NS-REM-001:REM-SP-5-2:6x587:7,18,5,Medium,QL-015,ES-005,Find the sum of all valid values of x.,6,"Checking all possible values gives:

6

Hence the answer is:

6"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:105:0,CP-005,REM-SP-5-4,NS-REM-001:REM-SP-5-4:443x5:0,11,5,Medium,QL-015,ES-005,Find the sum of all valid values of x.,3,"Checking all possible values gives:

3

Hence the answer is:

3"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:106:2,CP-005,REM-SP-6-2,NS-REM-001:REM-SP-6-2:8x1098:2,90,18,Hard,QL-015,ES-005,Find the sum of all valid values of x.,1,"Checking all possible values gives:

1

Hence the answer is:

1"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:107:0,CP-005,REM-SP-6-3,NS-REM-001:REM-SP-6-3:90x654:0,27,22,Hard,QL-016,ES-002,Find the total of all possible values of x.,7,"The required remainder is 22.

Valid values of x:

7

Answer:

7"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:108:0,CP-005,REM-SP-3-2,NS-REM-001:REM-SP-3-2:3x0:0,9,6,Easy,QL-015,ES-004,Find the sum of all valid values of x.,3,"Valid values of x:

3

Required answer:

3"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:109:6,CP-005,REM-SP-3-3,NS-REM-001:REM-SP-3-3:53x:6,13,0,Hard,QL-015,ES-003,Find the sum of all valid values of x.,3,"Substitute possible values of x and check the remainder.

Valid values:

3

Answer:

3"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:110:2,CP-005,REM-SP-4-4,NS-REM-001:REM-SP-4-4:856x:2,17,1,Medium,QL-016,ES-005,Find the total of all possible values of x.,9,"Checking all possible values gives:

9

Hence the answer is:

9"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:111:1,CP-005,REM-SP-5-2,NS-REM-001:REM-SP-5-2:6x943:1,90,33,Hard,QL-017,ES-005,Add all valid values of x.,2,"Checking all possible values gives:

2

Hence the answer is:

2"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:112:0,CP-005,REM-SP-3-3,NS-REM-001:REM-SP-3-3:69x:0,8,7,Easy,QL-015,ES-002,Find the sum of all valid values of x.,5,"The required remainder is 7.

Valid values of x:

5

Answer:

5"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:113:0,CP-005,REM-SP-4-1,NS-REM-001:REM-SP-4-1:x783:0,9,0,Easy,QL-017,ES-002,Add all valid values of x.,9,"The required remainder is 0.

Valid values of x:

9

Answer:

9"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:114:6,CP-005,REM-SP-5-2,NS-REM-001:REM-SP-5-2:9x987:6,7,2,Hard,QL-015,ES-005,Find the sum of all valid values of x.,6,"Checking all possible values gives:

6

Hence the answer is:

6"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:115:1,CP-005,REM-SP-4-2,NS-REM-001:REM-SP-4-2:5x25:1,11,7,Medium,QL-015,ES-005,Find the sum of all valid values of x.,9,"Checking all possible values gives:

9

Hence the answer is:

9"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:116:0,CP-005,REM-SP-6-1,NS-REM-001:REM-SP-6-1:x09654:0,9,0,Hard,QL-017,ES-005,Add all valid values of x.,3,"Checking all possible values gives:

3

Hence the answer is:

3"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:117:0,CP-005,REM-SP-3-2,NS-REM-001:REM-SP-3-2:7x2:0,7,4,Easy,QL-017,ES-001,Add all valid values of x.,3,"Check all possible values of x.

Valid values:

3

Answer:

3"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:118:0,CP-005,REM-SP-3-3,NS-REM-001:REM-SP-3-3:79x:0,8,1,Easy,QL-017,ES-002,Add all valid values of x.,3,"The required remainder is 1.

Valid values of x:

3

Answer:

3"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:119:0,CP-005,REM-SP-6-2,NS-REM-001:REM-SP-6-2:4x7214:0,72,46,Hard,QL-015,ES-004,Find the sum of all valid values of x.,1,"Valid values of x:

1

Required answer:

1"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:120:0,CP-005,REM-SP-3-2,NS-REM-001:REM-SP-3-2:6x2:0,6,2,Easy,QL-017,ES-001,Add all valid values of x.,18,"Check all possible values of x.

Valid values:

0, 3, 6, 9

Answer:

18"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:121:3,CP-005,REM-SP-5-5,NS-REM-001:REM-SP-5-5:8430x:3,20,0,Medium,QL-016,ES-003,Find the total of all possible values of x.,0,"Substitute possible values of x and check the remainder.

Valid values:

0

Answer:

0"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:122:2,CP-005,REM-SP-6-6,NS-REM-001:REM-SP-6-6:80943x:2,4,2,Hard,QL-017,ES-001,Add all valid values of x.,12,"Check all possible values of x.

Valid values:

0, 4, 8

Answer:

12"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:123:1,CP-005,REM-SP-6-2,NS-REM-001:REM-SP-6-2:8x7654:1,18,10,Hard,QL-016,ES-001,Find the total of all possible values of x.,7,"Check all possible values of x.

Valid values:

7

Answer:

7"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:124:5,CP-005,REM-SP-5-4,NS-REM-001:REM-SP-5-4:943x1:5,19,7,Medium,QL-015,ES-001,Find the sum of all valid values of x.,6,"Check all possible values of x.

Valid values:

6

Answer:

6"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:125:2,CP-005,REM-SP-5-2,NS-REM-001:REM-SP-5-2:4x321:2,13,6,Medium,QL-017,ES-001,Add all valid values of x.,2,"Check all possible values of x.

Valid values:

2

Answer:

2"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:126:3,CP-005,REM-SP-3-1,NS-REM-001:REM-SP-3-1:x90:3,7,5,Easy,QL-015,ES-001,Find the sum of all valid values of x.,3,"Check all possible values of x.

Valid values:

3

Answer:

3"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:127:0,CP-005,REM-SP-6-1,NS-REM-001:REM-SP-6-1:x21098:0,3,2,Hard,QL-015,ES-004,Find the sum of all valid values of x.,18,"Valid values of x:

3, 6, 9

Required answer:

18"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:128:2,CP-005,REM-SP-3-2,NS-REM-001:REM-SP-3-2:4x0:2,6,0,Easy,QL-017,ES-001,Add all valid values of x.,15,"Check all possible values of x.

Valid values:

2, 5, 8

Answer:

15"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:129:1,CP-005,REM-SP-3-2,NS-REM-001:REM-SP-3-2:2x2:1,40,2,Hard,QL-017,ES-005,Add all valid values of x.,12,"Checking all possible values gives:

0, 4, 8

Hence the answer is:

12"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:130:0,CP-005,REM-SP-3-3,NS-REM-001:REM-SP-3-3:75x:0,8,3,Easy,QL-016,ES-001,Find the total of all possible values of x.,5,"Check all possible values of x.

Valid values:

5

Answer:

5"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:131:0,CP-005,REM-SP-4-1,NS-REM-001:REM-SP-4-1:x563:0,9,6,Easy,QL-015,ES-003,Find the sum of all valid values of x.,1,"Substitute possible values of x and check the remainder.

Valid values:

1

Answer:

1"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:132:0,CP-005,REM-SP-3-3,NS-REM-001:REM-SP-3-3:25x:0,2,1,Easy,QL-017,ES-005,Add all valid values of x.,25,"Checking all possible values gives:

1, 3, 5, 7, 9

Hence the answer is:

25"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:133:0,CP-005,REM-SP-5-5,NS-REM-001:REM-SP-5-5:3216x:0,8,2,Hard,QL-017,ES-003,Add all valid values of x.,2,"Substitute possible values of x and check the remainder.

Valid values:

2

Answer:

2"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:134:2,CP-005,REM-SP-5-4,NS-REM-001:REM-SP-5-4:587x5:2,15,5,Medium,QL-016,ES-001,Find the total of all possible values of x.,12,"Check all possible values of x.

Valid values:

1, 4, 7

Answer:

12"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:135:3,CP-005,REM-SP-3-1,NS-REM-001:REM-SP-3-1:x90:3,3,0,Easy,QL-017,ES-005,Add all valid values of x.,18,"Checking all possible values gives:

3, 6, 9

Hence the answer is:

18"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:136:0,CP-005,REM-SP-5-2,NS-REM-001:REM-SP-5-2:7x587:0,15,2,Medium,QL-017,ES-004,Add all valid values of x.,15,"Valid values of x:

2, 5, 8

Required answer:

15"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:137:1,CP-005,REM-SP-3-3,NS-REM-001:REM-SP-3-3:31x:1,5,1,Easy,QL-015,ES-003,Find the sum of all valid values of x.,7,"Substitute possible values of x and check the remainder.

Valid values:

1, 6

Answer:

7"
