Question ID,CP,Number,Selected Prime,Difficulty Band,Question Language ID,Explanation Style ID,Question,Answer,Factorization Text,Factorization Latex,Explanation
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:234,CP-004,2946,,Medium,QL-010,ES-004,Find the largest prime factor of 2946.,491,2946 = 2 x 3 x 491,2946 = 2 \times 3 \times 491,"Write the prime factorization of 2946.

2946 = 2 x 3 x 491

The largest prime factor is 491.

Answer: 491"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:235,CP-004,189,,Easy,QL-011,ES-004,Determine the greatest prime factor of 189.,7,189 = 3^3 x 7,189 = 3^{3} \times 7,"Write the prime factorization of 189.

189 = 3^3 x 7

The largest prime factor is 7.

Answer: 7"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:236,CP-004,150,,Easy,QL-010,ES-004,Find the largest prime factor of 150.,5,150 = 2 x 3 x 5^2,150 = 2 \times 3 \times 5^{2},"Write the prime factorization of 150.

150 = 2 x 3 x 5^2

The largest prime factor is 5.

Answer: 5"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:237,CP-004,2796,,Medium,QL-011,ES-004,Determine the greatest prime factor of 2796.,233,2796 = 2^2 x 3 x 233,2796 = 2^{2} \times 3 \times 233,"Write the prime factorization of 2796.

2796 = 2^2 x 3 x 233

The largest prime factor is 233.

Answer: 233"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:238,CP-004,57638,,Hard,QL-010,ES-004,Find the largest prime factor of 57638.,179,57638 = 2 x 7 x 23 x 179,57638 = 2 \times 7 \times 23 \times 179,"Write the prime factorization of 57638.

57638 = 2 x 7 x 23 x 179

The largest prime factor is 179.

Answer: 179"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:239,CP-004,1723,,Medium,QL-011,ES-004,Determine the greatest prime factor of 1723.,1723,1723 = 1723,1723 = 1723,"Write the prime factorization of 1723.

1723 = 1723

The largest prime factor is 1723.

Answer: 1723"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:240,CP-004,4870,,Medium,QL-011,ES-004,Determine the greatest prime factor of 4870.,487,4870 = 2 x 5 x 487,4870 = 2 \times 5 \times 487,"Write the prime factorization of 4870.

4870 = 2 x 5 x 487

The largest prime factor is 487.

Answer: 487"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:241,CP-004,182,,Easy,QL-010,ES-004,Find the largest prime factor of 182.,13,182 = 2 x 7 x 13,182 = 2 \times 7 \times 13,"Write the prime factorization of 182.

182 = 2 x 7 x 13

The largest prime factor is 13.

Answer: 13"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:242,CP-004,99,,Easy,QL-011,ES-004,Determine the greatest prime factor of 99.,11,99 = 3^2 x 11,99 = 3^{2} \times 11,"Write the prime factorization of 99.

99 = 3^2 x 11

The largest prime factor is 11.

Answer: 11"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:243,CP-004,62425,,Hard,QL-010,ES-004,Find the largest prime factor of 62425.,227,62425 = 5^2 x 11 x 227,62425 = 5^{2} \times 11 \times 227,"Write the prime factorization of 62425.

62425 = 5^2 x 11 x 227

The largest prime factor is 227.

Answer: 227"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:244,CP-004,99,,Easy,QL-011,ES-004,Determine the greatest prime factor of 99.,11,99 = 3^2 x 11,99 = 3^{2} \times 11,"Write the prime factorization of 99.

99 = 3^2 x 11

The largest prime factor is 11.

Answer: 11"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:245,CP-004,126,,Easy,QL-010,ES-004,Find the largest prime factor of 126.,7,126 = 2 x 3^2 x 7,126 = 2 \times 3^{2} \times 7,"Write the prime factorization of 126.

126 = 2 x 3^2 x 7

The largest prime factor is 7.

Answer: 7"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:246,CP-004,67359,,Hard,QL-011,ES-004,Determine the greatest prime factor of 67359.,22453,67359 = 3 x 22453,67359 = 3 \times 22453,"Write the prime factorization of 67359.

67359 = 3 x 22453

The largest prime factor is 22453.

Answer: 22453"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:247,CP-004,70064,,Hard,QL-010,ES-004,Find the largest prime factor of 70064.,151,70064 = 2^4 x 29 x 151,70064 = 2^{4} \times 29 \times 151,"Write the prime factorization of 70064.

70064 = 2^4 x 29 x 151

The largest prime factor is 151.

Answer: 151"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:248,CP-004,788,,Medium,QL-011,ES-004,Determine the greatest prime factor of 788.,197,788 = 2^2 x 197,788 = 2^{2} \times 197,"Write the prime factorization of 788.

788 = 2^2 x 197

The largest prime factor is 197.

Answer: 197"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:249,CP-004,4730,,Medium,QL-010,ES-004,Find the largest prime factor of 4730.,43,4730 = 2 x 5 x 11 x 43,4730 = 2 \times 5 \times 11 \times 43,"Write the prime factorization of 4730.

4730 = 2 x 5 x 11 x 43

The largest prime factor is 43.

Answer: 43"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:250,CP-004,136,,Easy,QL-010,ES-004,Find the largest prime factor of 136.,17,136 = 2^3 x 17,136 = 2^{3} \times 17,"Write the prime factorization of 136.

136 = 2^3 x 17

The largest prime factor is 17.

Answer: 17"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:251,CP-004,30,,Easy,QL-011,ES-004,Determine the greatest prime factor of 30.,5,30 = 2 x 3 x 5,30 = 2 \times 3 \times 5,"Write the prime factorization of 30.

30 = 2 x 3 x 5

The largest prime factor is 5.

Answer: 5"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:252,CP-004,4096,,Medium,QL-010,ES-004,Find the largest prime factor of 4096.,2,4096 = 2^12,4096 = 2^{12},"Write the prime factorization of 4096.

4096 = 2^12

The largest prime factor is 2.

Answer: 2"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:253,CP-004,85720,,Hard,QL-011,ES-004,Determine the greatest prime factor of 85720.,2143,85720 = 2^3 x 5 x 2143,85720 = 2^{3} \times 5 \times 2143,"Write the prime factorization of 85720.

85720 = 2^3 x 5 x 2143

The largest prime factor is 2143.

Answer: 2143"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:254,CP-004,2378,,Medium,QL-010,ES-004,Find the largest prime factor of 2378.,41,2378 = 2 x 29 x 41,2378 = 2 \times 29 \times 41,"Write the prime factorization of 2378.

2378 = 2 x 29 x 41

The largest prime factor is 41.

Answer: 41"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:255,CP-004,141,,Easy,QL-011,ES-004,Determine the greatest prime factor of 141.,47,141 = 3 x 47,141 = 3 \times 47,"Write the prime factorization of 141.

141 = 3 x 47

The largest prime factor is 47.

Answer: 47"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:256,CP-004,82,,Easy,QL-010,ES-004,Find the largest prime factor of 82.,41,82 = 2 x 41,82 = 2 \times 41,"Write the prime factorization of 82.

82 = 2 x 41

The largest prime factor is 41.

Answer: 41"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:257,CP-004,2603,,Medium,QL-011,ES-004,Determine the greatest prime factor of 2603.,137,2603 = 19 x 137,2603 = 19 \times 137,"Write the prime factorization of 2603.

2603 = 19 x 137

The largest prime factor is 137.

Answer: 137"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:258,CP-004,126,,Easy,QL-010,ES-004,Find the largest prime factor of 126.,7,126 = 2 x 3^2 x 7,126 = 2 \times 3^{2} \times 7,"Write the prime factorization of 126.

126 = 2 x 3^2 x 7

The largest prime factor is 7.

Answer: 7"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:259,CP-004,2269,,Medium,QL-011,ES-004,Determine the greatest prime factor of 2269.,2269,2269 = 2269,2269 = 2269,"Write the prime factorization of 2269.

2269 = 2269

The largest prime factor is 2269.

Answer: 2269"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:260,CP-004,3529,,Medium,QL-011,ES-004,Determine the greatest prime factor of 3529.,3529,3529 = 3529,3529 = 3529,"Write the prime factorization of 3529.

3529 = 3529

The largest prime factor is 3529.

Answer: 3529"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:261,CP-004,4172,,Medium,QL-010,ES-004,Find the largest prime factor of 4172.,149,4172 = 2^2 x 7 x 149,4172 = 2^{2} \times 7 \times 149,"Write the prime factorization of 4172.

4172 = 2^2 x 7 x 149

The largest prime factor is 149.

Answer: 149"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:262,CP-004,131,,Easy,QL-011,ES-004,Determine the greatest prime factor of 131.,131,131 = 131,131 = 131,"Write the prime factorization of 131.

131 = 131

The largest prime factor is 131.

Answer: 131"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:263,CP-004,83610,,Hard,QL-010,ES-004,Find the largest prime factor of 83610.,929,83610 = 2 x 3^2 x 5 x 929,83610 = 2 \times 3^{2} \times 5 \times 929,"Write the prime factorization of 83610.

83610 = 2 x 3^2 x 5 x 929

The largest prime factor is 929.

Answer: 929"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:264,CP-004,118,,Easy,QL-011,ES-004,Determine the greatest prime factor of 118.,59,118 = 2 x 59,118 = 2 \times 59,"Write the prime factorization of 118.

118 = 2 x 59

The largest prime factor is 59.

Answer: 59"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:265,CP-004,83508,,Hard,QL-010,ES-004,Find the largest prime factor of 83508.,6959,83508 = 2^2 x 3 x 6959,83508 = 2^{2} \times 3 \times 6959,"Write the prime factorization of 83508.

83508 = 2^2 x 3 x 6959

The largest prime factor is 6959.

Answer: 6959"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:266,CP-004,3630,,Medium,QL-011,ES-004,Determine the greatest prime factor of 3630.,11,3630 = 2 x 3 x 5 x 11^2,3630 = 2 \times 3 \times 5 \times 11^{2},"Write the prime factorization of 3630.

3630 = 2 x 3 x 5 x 11^2

The largest prime factor is 11.

Answer: 11"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:267,CP-004,108,,Easy,QL-010,ES-004,Find the largest prime factor of 108.,3,108 = 2^2 x 3^3,108 = 2^{2} \times 3^{3},"Write the prime factorization of 108.

108 = 2^2 x 3^3

The largest prime factor is 3.

Answer: 3"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:268,CP-004,125,,Easy,QL-011,ES-004,Determine the greatest prime factor of 125.,5,125 = 5^3,125 = 5^{3},"Write the prime factorization of 125.

125 = 5^3

The largest prime factor is 5.

Answer: 5"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:269,CP-004,92,,Easy,QL-010,ES-004,Find the largest prime factor of 92.,23,92 = 2^2 x 23,92 = 2^{2} \times 23,"Write the prime factorization of 92.

92 = 2^2 x 23

The largest prime factor is 23.

Answer: 23"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:270,CP-004,182,,Easy,QL-010,ES-004,Find the largest prime factor of 182.,13,182 = 2 x 7 x 13,182 = 2 \times 7 \times 13,"Write the prime factorization of 182.

182 = 2 x 7 x 13

The largest prime factor is 13.

Answer: 13"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:271,CP-004,1061,,Medium,QL-011,ES-004,Determine the greatest prime factor of 1061.,1061,1061 = 1061,1061 = 1061,"Write the prime factorization of 1061.

1061 = 1061

The largest prime factor is 1061.

Answer: 1061"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:272,CP-004,134,,Easy,QL-010,ES-004,Find the largest prime factor of 134.,67,134 = 2 x 67,134 = 2 \times 67,"Write the prime factorization of 134.

134 = 2 x 67

The largest prime factor is 67.

Answer: 67"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:273,CP-004,1823,,Medium,QL-011,ES-004,Determine the greatest prime factor of 1823.,1823,1823 = 1823,1823 = 1823,"Write the prime factorization of 1823.

1823 = 1823

The largest prime factor is 1823.

Answer: 1823"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:274,CP-004,108,,Easy,QL-010,ES-004,Find the largest prime factor of 108.,3,108 = 2^2 x 3^3,108 = 2^{2} \times 3^{3},"Write the prime factorization of 108.

108 = 2^2 x 3^3

The largest prime factor is 3.

Answer: 3"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:275,CP-004,3476,,Medium,QL-011,ES-004,Determine the greatest prime factor of 3476.,79,3476 = 2^2 x 11 x 79,3476 = 2^{2} \times 11 \times 79,"Write the prime factorization of 3476.

3476 = 2^2 x 11 x 79

The largest prime factor is 79.

Answer: 79"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:276,CP-004,30,,Easy,QL-010,ES-004,Find the largest prime factor of 30.,5,30 = 2 x 3 x 5,30 = 2 \times 3 \times 5,"Write the prime factorization of 30.

30 = 2 x 3 x 5

The largest prime factor is 5.

Answer: 5"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:277,CP-004,20482,,Hard,QL-011,ES-004,Determine the greatest prime factor of 20482.,19,20482 = 2 x 7^2 x 11 x 19,20482 = 2 \times 7^{2} \times 11 \times 19,"Write the prime factorization of 20482.

20482 = 2 x 7^2 x 11 x 19

The largest prime factor is 19.

Answer: 19"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:278,CP-004,979,,Medium,QL-010,ES-004,Find the largest prime factor of 979.,89,979 = 11 x 89,979 = 11 \times 89,"Write the prime factorization of 979.

979 = 11 x 89

The largest prime factor is 89.

Answer: 89"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:279,CP-004,2120,,Medium,QL-011,ES-004,Determine the greatest prime factor of 2120.,53,2120 = 2^3 x 5 x 53,2120 = 2^{3} \times 5 \times 53,"Write the prime factorization of 2120.

2120 = 2^3 x 5 x 53

The largest prime factor is 53.

Answer: 53"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:280,CP-004,51,,Easy,QL-011,ES-004,Determine the greatest prime factor of 51.,17,51 = 3 x 17,51 = 3 \times 17,"Write the prime factorization of 51.

51 = 3 x 17

The largest prime factor is 17.

Answer: 17"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:281,CP-004,4960,,Medium,QL-010,ES-004,Find the largest prime factor of 4960.,31,4960 = 2^5 x 5 x 31,4960 = 2^{5} \times 5 \times 31,"Write the prime factorization of 4960.

4960 = 2^5 x 5 x 31

The largest prime factor is 31.

Answer: 31"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:282,CP-004,134,,Easy,QL-011,ES-004,Determine the greatest prime factor of 134.,67,134 = 2 x 67,134 = 2 \times 67,"Write the prime factorization of 134.

134 = 2 x 67

The largest prime factor is 67.

Answer: 67"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:283,CP-004,157,,Easy,QL-010,ES-004,Find the largest prime factor of 157.,157,157 = 157,157 = 157,"Write the prime factorization of 157.

157 = 157

The largest prime factor is 157.

Answer: 157"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:284,CP-004,5000,,Medium,QL-011,ES-004,Determine the greatest prime factor of 5000.,5,5000 = 2^3 x 5^4,5000 = 2^{3} \times 5^{4},"Write the prime factorization of 5000.

5000 = 2^3 x 5^4

The largest prime factor is 5.

Answer: 5"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:285,CP-004,52183,,Hard,QL-010,ES-004,Find the largest prime factor of 52183.,52183,52183 = 52183,52183 = 52183,"Write the prime factorization of 52183.

52183 = 52183

The largest prime factor is 52183.

Answer: 52183"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:286,CP-004,123,,Easy,QL-011,ES-004,Determine the greatest prime factor of 123.,41,123 = 3 x 41,123 = 3 \times 41,"Write the prime factorization of 123.

123 = 3 x 41

The largest prime factor is 41.

Answer: 41"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:287,CP-004,40892,,Hard,QL-010,ES-004,Find the largest prime factor of 40892.,10223,40892 = 2^2 x 10223,40892 = 2^{2} \times 10223,"Write the prime factorization of 40892.

40892 = 2^2 x 10223

The largest prime factor is 10223.

Answer: 10223"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:288,CP-004,4660,,Medium,QL-011,ES-004,Determine the greatest prime factor of 4660.,233,4660 = 2^2 x 5 x 233,4660 = 2^{2} \times 5 \times 233,"Write the prime factorization of 4660.

4660 = 2^2 x 5 x 233

The largest prime factor is 233.

Answer: 233"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:289,CP-004,55876,,Hard,QL-010,ES-004,Find the largest prime factor of 55876.,229,55876 = 2^2 x 61 x 229,55876 = 2^{2} \times 61 \times 229,"Write the prime factorization of 55876.

55876 = 2^2 x 61 x 229

The largest prime factor is 229.

Answer: 229"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:290,CP-004,1107,,Medium,QL-010,ES-004,Find the largest prime factor of 1107.,41,1107 = 3^3 x 41,1107 = 3^{3} \times 41,"Write the prime factorization of 1107.

1107 = 3^3 x 41

The largest prime factor is 41.

Answer: 41"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:291,CP-004,2891,,Medium,QL-011,ES-004,Determine the greatest prime factor of 2891.,59,2891 = 7^2 x 59,2891 = 7^{2} \times 59,"Write the prime factorization of 2891.

2891 = 7^2 x 59

The largest prime factor is 59.

Answer: 59"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:292,CP-004,3174,,Medium,QL-010,ES-004,Find the largest prime factor of 3174.,23,3174 = 2 x 3 x 23^2,3174 = 2 \times 3 \times 23^{2},"Write the prime factorization of 3174.

3174 = 2 x 3 x 23^2

The largest prime factor is 23.

Answer: 23"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:293,CP-004,237,,Medium,QL-011,ES-004,Determine the greatest prime factor of 237.,79,237 = 3 x 79,237 = 3 \times 79,"Write the prime factorization of 237.

237 = 3 x 79

The largest prime factor is 79.

Answer: 79"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:294,CP-004,11,,Easy,QL-010,ES-004,Find the largest prime factor of 11.,11,11 = 11,11 = 11,"Write the prime factorization of 11.

11 = 11

The largest prime factor is 11.

Answer: 11"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:295,CP-004,2596,,Medium,QL-011,ES-004,Determine the greatest prime factor of 2596.,59,2596 = 2^2 x 11 x 59,2596 = 2^{2} \times 11 \times 59,"Write the prime factorization of 2596.

2596 = 2^2 x 11 x 59

The largest prime factor is 59.

Answer: 59"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:296,CP-004,59,,Easy,QL-010,ES-004,Find the largest prime factor of 59.,59,59 = 59,59 = 59,"Write the prime factorization of 59.

59 = 59

The largest prime factor is 59.

Answer: 59"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:297,CP-004,52116,,Hard,QL-011,ES-004,Determine the greatest prime factor of 52116.,101,52116 = 2^2 x 3 x 43 x 101,52116 = 2^{2} \times 3 \times 43 \times 101,"Write the prime factorization of 52116.

52116 = 2^2 x 3 x 43 x 101

The largest prime factor is 101.

Answer: 101"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:298,CP-004,157,,Easy,QL-010,ES-004,Find the largest prime factor of 157.,157,157 = 157,157 = 157,"Write the prime factorization of 157.

157 = 157

The largest prime factor is 157.

Answer: 157"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:299,CP-004,192,,Easy,QL-011,ES-004,Determine the greatest prime factor of 192.,3,192 = 2^6 x 3,192 = 2^{6} \times 3,"Write the prime factorization of 192.

192 = 2^6 x 3

The largest prime factor is 3.

Answer: 3"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:300,CP-004,429,,Medium,QL-010,ES-004,Find the largest prime factor of 429.,13,429 = 3 x 11 x 13,429 = 3 \times 11 \times 13,"Write the prime factorization of 429.

429 = 3 x 11 x 13

The largest prime factor is 13.

Answer: 13"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:301,CP-004,20050,,Hard,QL-011,ES-004,Determine the greatest prime factor of 20050.,401,20050 = 2 x 5^2 x 401,20050 = 2 \times 5^{2} \times 401,"Write the prime factorization of 20050.

20050 = 2 x 5^2 x 401

The largest prime factor is 401.

Answer: 401"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:302,CP-004,190,,Easy,QL-010,ES-004,Find the largest prime factor of 190.,19,190 = 2 x 5 x 19,190 = 2 \times 5 \times 19,"Write the prime factorization of 190.

190 = 2 x 5 x 19

The largest prime factor is 19.

Answer: 19"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:303,CP-004,63,,Easy,QL-011,ES-004,Determine the greatest prime factor of 63.,7,63 = 3^2 x 7,63 = 3^{2} \times 7,"Write the prime factorization of 63.

63 = 3^2 x 7

The largest prime factor is 7.

Answer: 7"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:304,CP-004,73949,,Hard,QL-010,ES-004,Find the largest prime factor of 73949.,1013,73949 = 73 x 1013,73949 = 73 \times 1013,"Write the prime factorization of 73949.

73949 = 73 x 1013

The largest prime factor is 1013.

Answer: 1013"
NS-PF-001:CP-004:ns-pf-001-human-review:CP-004:305,CP-004,139,,Easy,QL-011,ES-004,Determine the greatest prime factor of 139.,139,139 = 139,139 = 139,"Write the prime factorization of 139.

139 = 139

The largest prime factor is 139.

Answer: 139"
