CP,difficulty,QL ID,ES ID,parameters,answer,reasoning trace
"CP03","Easy","QL-051","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:160"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-051"",""explanationId"":""ES-003"",""answer"":""40"",""coverageBucket"":""sequenceProperty"",""variableRange"":""consecutiveEvenIntegers"",""operationType"":""next"",""sequenceType"":""consecutiveEvenIntegers"",""propertyType"":""sequenceProperty"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","40","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
"CP03","Hard","QL-052","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:161"",""difficultyBand"":""Hard"",""questionLanguageId"":""QL-052"",""explanationId"":""ES-003"",""answer"":""49"",""coverageBucket"":""sequenceProperty"",""variableRange"":""consecutiveOddIntegers"",""operationType"":""previous"",""sequenceType"":""consecutiveOddIntegers"",""propertyType"":""sequenceProperty"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","49","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
"CP03","Hard","QL-053","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:162"",""difficultyBand"":""Hard"",""questionLanguageId"":""QL-053"",""explanationId"":""ES-003"",""answer"":""34"",""coverageBucket"":""sumProperty"",""variableRange"":""consecutiveEvenIntegers"",""operationType"":""sum"",""sequenceType"":""consecutiveEvenIntegers"",""propertyType"":""sumProperty"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","34","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
"CP03","Hard","QL-054","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:163"",""difficultyBand"":""Hard"",""questionLanguageId"":""QL-054"",""explanationId"":""ES-003"",""answer"":""33"",""coverageBucket"":""sumProperty"",""variableRange"":""consecutiveOddIntegers"",""operationType"":""sum"",""sequenceType"":""consecutiveOddIntegers"",""propertyType"":""sumProperty"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","33","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
"CP03","Medium","QL-055","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:164"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-055"",""explanationId"":""ES-003"",""answer"":""50"",""coverageBucket"":""sumProperty"",""variableRange"":""consecutiveIntegers"",""operationType"":""sum"",""sequenceType"":""consecutiveIntegers"",""propertyType"":""sumProperty"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","50","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
"CP03","Easy","QL-056","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:165"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-056"",""explanationId"":""ES-003"",""answer"":""even"",""coverageBucket"":""productProperty"",""variableRange"":""consecutiveIntegers"",""operationType"":""product"",""sequenceType"":""consecutiveIntegers"",""propertyType"":""productProperty"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","even","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
"CP03","Medium","QL-057","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:166"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-057"",""explanationId"":""ES-003"",""answer"":""3x"",""coverageBucket"":""sumProperty"",""variableRange"":""consecutiveIntegers"",""operationType"":""sum"",""sequenceType"":""consecutiveIntegers"",""propertyType"":""sumProperty"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","3x","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
"CP03","Hard","QL-058","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:167"",""difficultyBand"":""Hard"",""questionLanguageId"":""QL-058"",""explanationId"":""ES-003"",""answer"":""25"",""coverageBucket"":""sumProperty"",""variableRange"":""consecutiveIntegers"",""operationType"":""sum"",""sequenceType"":""consecutiveIntegers"",""propertyType"":""sumProperty"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","25","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
"CP03","Medium","QL-059","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:168"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-059"",""explanationId"":""ES-003"",""answer"":""8"",""coverageBucket"":""productProperty"",""variableRange"":""consecutiveEvenIntegers"",""operationType"":""product"",""sequenceType"":""consecutiveEvenIntegers"",""propertyType"":""productProperty"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","8","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
"CP03","Medium","QL-060","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:169"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-060"",""explanationId"":""ES-003"",""answer"":""odd"",""coverageBucket"":""productProperty"",""variableRange"":""consecutiveOddIntegers"",""operationType"":""product"",""sequenceType"":""consecutiveOddIntegers"",""propertyType"":""productProperty"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","odd","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
"CP03","Easy","QL-061","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:170"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-061"",""explanationId"":""ES-003"",""answer"":""33"",""coverageBucket"":""missingElement"",""variableRange"":""missingTerm"",""operationType"":""missing"",""sequenceType"":""consecutiveOddIntegers"",""propertyType"":""missingElement"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","33","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
"CP03","Medium","QL-062","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:171"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-062"",""explanationId"":""ES-003"",""answer"":""46"",""coverageBucket"":""missingElement"",""variableRange"":""missingTerm"",""operationType"":""missing"",""sequenceType"":""consecutiveEvenIntegers"",""propertyType"":""missingElement"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","46","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
"CP03","Medium","QL-063","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:172"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-063"",""explanationId"":""ES-003"",""answer"":""26 and 28"",""coverageBucket"":""missingElement"",""variableRange"":""consecutiveIntegers"",""operationType"":""missing"",""sequenceType"":""consecutiveIntegers"",""propertyType"":""missingElement"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","26 and 28","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
"CP03","Hard","QL-064","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:173"",""difficultyBand"":""Hard"",""questionLanguageId"":""QL-064"",""explanationId"":""ES-003"",""answer"":""32"",""coverageBucket"":""sumProperty"",""variableRange"":""consecutiveEvenIntegers"",""operationType"":""sum"",""sequenceType"":""consecutiveEvenIntegers"",""propertyType"":""sumProperty"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","32","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
"CP03","Medium","QL-065","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:174"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-065"",""explanationId"":""ES-003"",""answer"":""23"",""coverageBucket"":""sumProperty"",""variableRange"":""consecutiveOddIntegers"",""operationType"":""sum"",""sequenceType"":""consecutiveOddIntegers"",""propertyType"":""sumProperty"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","23","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
"CP03","Easy","QL-041","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:175"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-041"",""explanationId"":""ES-003"",""answer"":""2"",""coverageBucket"":""sequenceProperty"",""variableRange"":""consecutiveIntegers"",""operationType"":""property"",""sequenceType"":""consecutiveIntegers"",""propertyType"":""sequenceProperty"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","2","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
"CP03","Easy","QL-042","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:176"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-042"",""explanationId"":""ES-003"",""answer"":""1"",""coverageBucket"":""sequenceProperty"",""variableRange"":""consecutiveIntegers"",""operationType"":""property"",""sequenceType"":""consecutiveIntegers"",""propertyType"":""sequenceProperty"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","1","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
"CP03","Easy","QL-043","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:177"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-043"",""explanationId"":""ES-003"",""answer"":""12"",""coverageBucket"":""sumProperty"",""variableRange"":""consecutiveIntegers"",""operationType"":""sum"",""sequenceType"":""consecutiveIntegers"",""propertyType"":""sumProperty"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","12","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
"CP03","Hard","QL-044","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:178"",""difficultyBand"":""Hard"",""questionLanguageId"":""QL-044"",""explanationId"":""ES-003"",""answer"":""15, 16, 17"",""coverageBucket"":""sumProperty"",""variableRange"":""consecutiveIntegers"",""operationType"":""sum"",""sequenceType"":""consecutiveIntegers"",""propertyType"":""sumProperty"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","15, 16, 17","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
"CP03","Easy","QL-045","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:179"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-045"",""explanationId"":""ES-003"",""answer"":""none"",""coverageBucket"":""sequenceProperty"",""variableRange"":""consecutiveIntegers"",""operationType"":""property"",""sequenceType"":""consecutiveIntegers"",""propertyType"":""sequenceProperty"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","none","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
"CP03","Easy","QL-046","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:180"",""difficultyBand"":""Easy"",""questionLanguageId"":""QL-046"",""explanationId"":""ES-003"",""answer"":""20 and 21"",""coverageBucket"":""sumProperty"",""variableRange"":""consecutiveIntegers"",""operationType"":""sum"",""sequenceType"":""consecutiveIntegers"",""propertyType"":""sumProperty"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","20 and 21","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
"CP03","Medium","QL-047","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:181"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-047"",""explanationId"":""ES-003"",""answer"":""20"",""coverageBucket"":""missingElement"",""variableRange"":""missingTerm"",""operationType"":""missing"",""sequenceType"":""consecutiveIntegers"",""propertyType"":""missingElement"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","20","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
"CP03","Medium","QL-048","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:182"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-048"",""explanationId"":""ES-003"",""answer"":""6"",""coverageBucket"":""productProperty"",""variableRange"":""consecutiveIntegers"",""operationType"":""product"",""sequenceType"":""consecutiveIntegers"",""propertyType"":""productProperty"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","6","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
"CP03","Medium","QL-049","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:183"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-049"",""explanationId"":""ES-003"",""answer"":""12, 14, 16"",""coverageBucket"":""sumProperty"",""variableRange"":""consecutiveEvenIntegers"",""operationType"":""sum"",""sequenceType"":""consecutiveEvenIntegers"",""propertyType"":""sumProperty"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","12, 14, 16","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
"CP03","Hard","QL-050","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:184"",""difficultyBand"":""Hard"",""questionLanguageId"":""QL-050"",""explanationId"":""ES-003"",""answer"":""15"",""coverageBucket"":""sumProperty"",""variableRange"":""consecutiveOddIntegers"",""operationType"":""sum"",""sequenceType"":""consecutiveOddIntegers"",""propertyType"":""sumProperty"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","15","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
"CP03","Medium","QL-051","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:185"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-051"",""explanationId"":""ES-003"",""answer"":""40"",""coverageBucket"":""sequenceProperty"",""variableRange"":""consecutiveEvenIntegers"",""operationType"":""next"",""sequenceType"":""consecutiveEvenIntegers"",""propertyType"":""sequenceProperty"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","40","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
"CP03","Medium","QL-052","ES-003","{""archetypeId"":""NS-CLASS-001"",""canonicalProblemId"":""CP03"",""questionId"":""NS-CLASS-001:CP03:ns-class-001-human-review:CP03:186"",""difficultyBand"":""Medium"",""questionLanguageId"":""QL-052"",""explanationId"":""ES-003"",""answer"":""49"",""coverageBucket"":""sequenceProperty"",""variableRange"":""consecutiveOddIntegers"",""operationType"":""previous"",""sequenceType"":""consecutiveOddIntegers"",""propertyType"":""sequenceProperty"",""candidateCount"":1,""uniqueAnswer"":true,""reasoningPatternId"":""RP03""}","49","identifySequenceType > generateTerms > applyConsecutiveProperty > extractAnswer"
