"Question ID","Canonical Problem","Difficulty","Topology","Question Language ID","Explanation Style ID","Question","Answer","Explanation","Number","Lower Bound","Upper Bound","Range Width","Position"
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:458","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 19 and 47.","47","List all prime numbers in the given range.

The greatest prime among them is 47.

Answer: 47","","19","47","28",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:459","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 971 and 1008.","997","List all prime numbers in the given range.

The greatest prime among them is 997.

Answer: 997","","971","1008","37",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:460","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 387 and 622.","619","List all prime numbers in the given range.

The greatest prime among them is 619.

Answer: 619","","387","622","235",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:461","CP-004","Hard","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 4590 and 4726.","4723","List all prime numbers in the given range.

The greatest prime among them is 4723.

Answer: 4723","","4590","4726","136",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:462","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 589 and 662.","661","List all prime numbers in the given range.

The greatest prime among them is 661.

Answer: 661","","589","662","73",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:463","CP-004","Medium","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 218 and 460.","457","List all prime numbers in the given range.

The greatest prime among them is 457.

Answer: 457","","218","460","242",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:464","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 149 and 292.","283","List all prime numbers in the given range.

The greatest prime among them is 283.

Answer: 283","","149","292","143",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:465","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 40 and 66.","61","List all prime numbers in the given range.

The greatest prime among them is 61.

Answer: 61","","40","66","26",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:466","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 132 and 341.","337","List all prime numbers in the given range.

The greatest prime among them is 337.

Answer: 337","","132","341","209",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:467","CP-004","Hard","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 748 and 1670.","1669","List all prime numbers in the given range.

The greatest prime among them is 1669.

Answer: 1669","","748","1670","922",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:468","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 151 and 206.","199","List all prime numbers in the given range.

The greatest prime among them is 199.

Answer: 199","","151","206","55",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:469","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 59 and 93.","89","List all prime numbers in the given range.

The greatest prime among them is 89.

Answer: 89","","59","93","34",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:470","CP-004","Medium","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 721 and 887.","887","List all prime numbers in the given range.

The greatest prime among them is 887.

Answer: 887","","721","887","166",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:471","CP-004","Hard","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 4605 and 5488.","5483","List all prime numbers in the given range.

The greatest prime among them is 5483.

Answer: 5483","","4605","5488","883",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:472","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 7 and 39.","37","List all prime numbers in the given range.

The greatest prime among them is 37.

Answer: 37","","7","39","32",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:473","CP-004","Easy","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 42 and 91.","89","List all prime numbers in the given range.

The greatest prime among them is 89.

Answer: 89","","42","91","49",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:474","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 38 and 82.","79","List all prime numbers in the given range.

The greatest prime among them is 79.

Answer: 79","","38","82","44",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:475","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 972 and 1173.","1171","List all prime numbers in the given range.

The greatest prime among them is 1171.

Answer: 1171","","972","1173","201",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:476","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 63 and 85.","83","List all prime numbers in the given range.

The greatest prime among them is 83.

Answer: 83","","63","85","22",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:477","CP-004","Easy","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 62 and 105.","103","List all prime numbers in the given range.

The greatest prime among them is 103.

Answer: 103","","62","105","43",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:478","CP-004","Hard","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 4841 and 5172.","5171","List all prime numbers in the given range.

The greatest prime among them is 5171.

Answer: 5171","","4841","5172","331",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:479","CP-004","Hard","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 4834 and 5257.","5237","List all prime numbers in the given range.

The greatest prime among them is 5237.

Answer: 5237","","4834","5257","423",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:480","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 373 and 426.","421","List all prime numbers in the given range.

The greatest prime among them is 421.

Answer: 421","","373","426","53",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:481","CP-004","Hard","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 1674 and 1791.","1789","List all prime numbers in the given range.

The greatest prime among them is 1789.

Answer: 1789","","1674","1791","117",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:482","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 723 and 950.","947","List all prime numbers in the given range.

The greatest prime among them is 947.

Answer: 947","","723","950","227",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:483","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 67 and 99.","97","List all prime numbers in the given range.

The greatest prime among them is 97.

Answer: 97","","67","99","32",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:484","CP-004","Hard","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 853 and 1807.","1801","List all prime numbers in the given range.

The greatest prime among them is 1801.

Answer: 1801","","853","1807","954",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:485","CP-004","Hard","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 3391 and 3640.","3637","List all prime numbers in the given range.

The greatest prime among them is 3637.

Answer: 3637","","3391","3640","249",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:486","CP-004","Hard","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 2370 and 2681.","2677","List all prime numbers in the given range.

The greatest prime among them is 2677.

Answer: 2677","","2370","2681","311",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:487","CP-004","Hard","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 3463 and 3696.","3691","List all prime numbers in the given range.

The greatest prime among them is 3691.

Answer: 3691","","3463","3696","233",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:488","CP-004","Easy","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 34 and 47.","47","List all prime numbers in the given range.

The greatest prime among them is 47.

Answer: 47","","34","47","13",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:489","CP-004","Medium","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 111 and 287.","283","List all prime numbers in the given range.

The greatest prime among them is 283.

Answer: 283","","111","287","176",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:490","CP-004","Medium","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 629 and 827.","827","List all prime numbers in the given range.

The greatest prime among them is 827.

Answer: 827","","629","827","198",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:491","CP-004","Easy","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 48 and 91.","89","List all prime numbers in the given range.

The greatest prime among them is 89.

Answer: 89","","48","91","43",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:492","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 49 and 89.","89","List all prime numbers in the given range.

The greatest prime among them is 89.

Answer: 89","","49","89","40",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:493","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 884 and 1035.","1033","List all prime numbers in the given range.

The greatest prime among them is 1033.

Answer: 1033","","884","1035","151",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:494","CP-004","Medium","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 191 and 327.","317","List all prime numbers in the given range.

The greatest prime among them is 317.

Answer: 317","","191","327","136",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:495","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 156 and 391.","389","List all prime numbers in the given range.

The greatest prime among them is 389.

Answer: 389","","156","391","235",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:496","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 74 and 84.","83","List all prime numbers in the given range.

The greatest prime among them is 83.

Answer: 83","","74","84","10",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:497","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 722 and 959.","953","List all prime numbers in the given range.

The greatest prime among them is 953.

Answer: 953","","722","959","237",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:498","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 67 and 111.","109","List all prime numbers in the given range.

The greatest prime among them is 109.

Answer: 109","","67","111","44",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:499","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 596 and 693.","691","List all prime numbers in the given range.

The greatest prime among them is 691.

Answer: 691","","596","693","97",""
"NS-PRM-001:CP-005:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-005:0","CP-005","Medium","Range Summation","QL-012","ES-006","Add all prime numbers between 570 and 690.","12552","List all prime numbers in the given range.

Add them.

Answer: 12552","","570","690","120",""
"NS-PRM-001:CP-005:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-005:1","CP-005","Easy","Range Summation","QL-011","ES-006","Find the sum of all prime numbers between 11 and 42.","221","List all prime numbers in the given range.

Add them.

Answer: 221","","11","42","31",""
"NS-PRM-001:CP-005:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-005:2","CP-005","Easy","Range Summation","QL-012","ES-006","Add all prime numbers between 68 and 96.","395","List all prime numbers in the given range.

Add them.

Answer: 395","","68","96","28",""
"NS-PRM-001:CP-005:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-005:3","CP-005","Medium","Range Summation","QL-011","ES-006","Find the sum of all prime numbers between 620 and 647.","2562","List all prime numbers in the given range.

Add them.

Answer: 2562","","620","647","27",""
"NS-PRM-001:CP-005:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-005:4","CP-005","Medium","Range Summation","QL-012","ES-006","Add all prime numbers between 835 and 981.","18158","List all prime numbers in the given range.

Add them.

Answer: 18158","","835","981","146",""
"NS-PRM-001:CP-005:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-005:5","CP-005","Easy","Range Summation","QL-011","ES-006","Find the sum of all prime numbers between 55 and 64.","120","List all prime numbers in the given range.

Add them.

Answer: 120","","55","64","9",""
"NS-PRM-001:CP-005:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-005:6","CP-005","Hard","Range Summation","QL-012","ES-006","Add all prime numbers between 2009 and 2452.","131883","List all prime numbers in the given range.

Add them.

Answer: 131883","","2009","2452","443",""
"NS-PRM-001:CP-005:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-005:7","CP-005","Hard","Range Summation","QL-011","ES-006","Find the sum of all prime numbers between 2300 and 2733.","144105","List all prime numbers in the given range.

Add them.

Answer: 144105","","2300","2733","433",""
"NS-PRM-001:CP-005:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-005:8","CP-005","Easy","Range Summation","QL-012","ES-006","Add all prime numbers between 65 and 77.","211","List all prime numbers in the given range.

Add them.

Answer: 211","","65","77","12",""
"NS-PRM-001:CP-005:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-005:9","CP-005","Hard","Range Summation","QL-011","ES-006","Find the sum of all prime numbers between 1908 and 2329.","110154","List all prime numbers in the given range.

Add them.

Answer: 110154","","1908","2329","421",""
